Y,CustomerID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
0,14618,41,804,810,70,116,390,50,390,367,832,810,804,1811,367,390,680,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14619,529,1126,690,176,529,172,479,134,593,2,24,66,29,1021,1041,824,1126,76,217,58,229,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14620,807,140,147,39,226,118,1600,3016,842,262,360,1589,822,14,505,2710,1679,3429,2905,3155,2871,288,712,2555,510,982,3155,3429,982,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14621,1341,1093,347,33,18,25,19,1049,614,588,15,12,91,2689,1840,2122,87,399,57,99,67,115,383,776,290,432,98,30,19,9,426,893,1218,1432,1203,1779,1356,985,524,666,865,535,522,105,154,87,189,115,681,105,154,315,611,1356,272,383,2906,2368,1524,798,20,81,1049,68,4,48,37,53,103,74,23,9,511,784,607,798,948,20,2,423,418,66,24,29,267,4,3430,2892,338,879,2670,123,123,2670,66,2,,,,
0,14622,55,176,3,44,92,980,193,1589,26,475,1565,2717,2429,713,135,41,172,883,226,47,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14624,661,284,203,667,49,1263,370,9,102,482,378,698,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14625,2421,909,1019,883,172,43,292,367,117,72,1333,210,361,999,153,871,1026,235,2,411,609,304,374,721,17,286,71,1825,547,263,120,995,274,16,307,206,86,805,153,8,384,1237,950,307,736,526,1080,1086,2424,2303,987,389,373,609,1346,950,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14627,143,453,505,887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14628,104,1,249,126,366,1564,688,172,883,1182,10,161,67,1133,209,126,1,791,751,1924,1017,700,350,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14631,623,403,662,874,694,276,504,127,39,1475,1208,1111,657,653,656,92,268,433,171,125,1547,252,276,504,228,1858,326,334,422,1109,435,1557,914,339,420,254,245,268,1470,533,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14632,96,4,12,1639,847,904,434,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14633,101,578,329,38,529,195,10,309,2179,723,191,132,631,829,300,214,41,318,303,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14636,34,59,2485,1927,1480,2452,1042,855,2773,2354,2114,2403,57,189,2672,2468,1396,80,107,2817,59,1507,910,6,117,10,31,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14638,3213,1816,2677,92,1239,335,236,375,84,3141,2720,1378,324,124,329,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14641,13,1668,1265,1193,671,1200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14642,4,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14643,827,3843,3151,90,481,872,1036,1818,675,675,1452,2020,2331,2737,1295,1452,675,675,936,1449,386,686,1908,1824,90,7,3024,206,160,2698,616,192,347,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14644,2,418,457,501,1238,903,2,50,423,418,267,173,102,323,225,104,177,375,236,158,2,1336,1026,871,1285,1817,29,24,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14645,32,25,9,5,304,36,190,368,923,76,10,2327,360,179,2758,1548,1536,1639,1921,1775,1447,1347,233,2774,754,1048,30,5,9,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14647,71,896,308,820,878,340,187,323,97,385,4,187,150,1186,1010,1513,60,52,8,1316,878,820,871,1285,323,1336,1817,2158,1336,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14652,1834,2821,3021,2431,2699,3256,3042,60,2023,808,1207,866,270,229,1648,1166,504,276,47,996,1732,114,2146,169,1765,691,2964,3046,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14655,408,985,528,4,187,315,111,118,781,1,431,634,303,1666,2035,67,399,431,315,64,37,88,64,2060,3,12,111,55,17,37,15,191,552,408,546,219,985,1243,272,4,408,546,315,187,67,118,1839,766,560,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14656,496,61,285,922,309,714,76,1132,686,27,14,139,2105,1943,1763,643,511,195,78,1183,1399,1495,1451,1077,83,1058,1,295,820,922,276,665,73,1160,46,213,464,36,26,38,198,1752,2462,203,127,253,172,777,386,2462,2218,1752,1475,1940,219,615,615,1038,148,194,1134,1475,902,284,4,1196,388,176,616,21,78,169,621,417,2270,2246,402,1008,1408,714,,,,,,,,,,,,,,,,,,,,
0,14658,2140,16,231,818,961,1007,1680,135,806,437,280,1018,356,785,139,961,1381,529,1048,285,176,1008,3174,726,2341,22,3,55,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14660,274,1262,79,1921,1775,1240,861,127,284,2288,562,417,262,294,1083,90,760,1957,1679,262,1824,1447,1775,1921,79,773,861,251,242,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14661,434,2784,1887,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14664,145,114,13,476,292,623,634,882,853,984,463,207,996,174,162,404,461,419,415,1092,1655,1957,568,857,12,112,15,99,91,136,44,99,55,62,339,284,203,61,686,961,415,584,148,146,51,146,102,109,60,1389,766,634,174,162,697,2233,2031,2045,2950,568,671,274,1273,1620,2259,461,207,413,419,415,164,463,562,10,1335,1833,882,984,853,77,1011,1957,172,883,996,13,114,145,43,292,491,884,757,270,364,553,719,676,897,
0,14666,114,1434,1250,1280,1503,156,1887,747,260,367,813,363,132,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14672,593,721,2570,208,1374,1627,2301,2378,35,28,1146,442,300,396,541,385,308,1160,1511,364,100,365,723,1872,2354,2637,2527,2904,31,123,263,13,43,42,3434,1470,1386,1742,669,135,708,1848,910,546,1040,123,31,4,693,388,2352,882,852,132,220,408,3279,1012,912,230,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14673,118,108,2360,452,187,544,8,31,1040,3138,191,79,77,43,292,750,170,137,187,105,67,71,108,92,465,222,221,159,13,947,222,970,1113,170,31,221,1091,34,257,27,105,67,108,115,8,390,92,222,13,1554,1091,67,71,115,108,390,31,465,221,1091,34,170,253,544,131,187,67,71,108,115,31,92,221,222,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14676,282,1085,170,516,768,1187,170,870,516,768,110,656,106,217,1038,314,394,656,106,217,710,895,1188,394,710,170,516,110,656,1038,52,122,8,68,22,457,437,282,523,525,393,448,527,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14679,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14681,2222,260,1616,1815,382,756,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14682,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14687,564,123,1030,1689,621,568,363,511,1410,417,1040,195,321,1159,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14689,126,197,936,148,52,2831,1,295,760,1991,1388,629,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14690,106,58,585,6,777,502,273,261,162,404,174,941,817,848,634,442,39,365,145,476,777,452,6,913,817,826,1256,1338,502,310,241,43,13,585,6,101,1842,451,502,638,273,198,261,239,106,166,1987,1527,172,145,476,114,1292,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14691,1091,46,73,186,54,67,108,84,800,84,135,209,644,774,640,633,650,655,889,1096,1796,48,185,74,197,17,409,46,73,67,186,54,108,799,800,1496,792,1665,1106,2174,1133,84,640,655,774,644,650,353,200,67,115,108,48,74,128,37,30,58,76,83,296,135,777,911,163,1155,172,354,537,876,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14692,7,1189,740,43,13,1285,20,498,439,1182,436,930,228,276,14,194,868,157,798,176,871,1285,134,148,146,116,42,42,43,171,194,438,148,648,2328,248,471,473,228,590,310,316,492,779,798,2053,645,2478,300,27,630,1357,2219,590,527,875,513,1220,571,875,513,854,2219,114,43,62,228,590,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14693,727,215,93,735,1,341,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14697,3432,706,4,1080,198,184,1596,3370,2417,1649,3308,2981,754,1371,1766,1729,1312,835,41,42,220,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14699,292,123,31,239,93,302,183,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14703,436,1204,1559,2097,1879,272,948,127,1156,125,213,504,555,517,343,1377,51,1668,63,80,2183,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14705,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14708,658,2124,723,355,722,567,658,102,147,341,363,1697,586,2413,2728,1443,6,1091,567,90,524,1520,525,137,34,68,407,567,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14712,108,54,67,71,115,343,593,2,680,1889,604,652,67,71,108,54,1696,2046,79,1076,1464,2393,853,1300,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14714,589,388,114,634,493,60,1276,823,163,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14715,2501,266,2007,58,362,1,397,369,431,4,218,445,1790,445,1225,813,788,397,369,1958,462,1379,1955,1157,22,560,4,307,34,255,599,2007,607,372,341,1790,2153,3804,2124,499,739,317,442,333,397,369,799,288,217,1117,198,121,88,270,22,493,600,2462,713,706,1844,101,549,176,445,1354,932,2099,1180,1790,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14716,42,2717,1990,1491,1948,2056,2511,2337,355,370,519,619,763,294,1290,263,1698,783,1071,1270,1648,1208,391,1071,763,2024,240,825,391,965,2293,48,87,17,3072,203,2696,1071,1162,22,274,754,317,3072,2695,1852,1071,269,3072,1208,539,2696,1253,17,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14720,214,90,1670,1670,34,317,326,722,759,788,893,1214,1218,1624,1432,326,39,796,631,829,1176,567,45,183,1598,1835,223,90,50,7,381,413,477,1051,41,214,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14722,726,126,2341,1012,693,179,548,1224,959,26,492,38,1501,3734,546,2444,2229,1680,1007,312,2362,130,137,798,948,2229,1009,1716,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14725,2150,2136,2108,2087,1955,286,2136,2561,2108,2150,1955,2087,182,2359,71,200,90,328,339,444,1655,1004,186,189,654,42,359,524,355,962,716,1845,951,408,546,607,446,763,1251,981,377,62,240,144,51,201,155,1192,2557,2359,186,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14727,1552,893,1218,390,680,13,172,10,190,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14729,1492,1131,76,827,930,2675,661,315,187,481,1269,1750,898,43,3178,413,2211,2168,1299,1027,146,102,615,148,593,579,879,1000,644,640,633,774,650,655,1,1642,1998,1064,1224,1461,718,1207,808,1531,1427,648,547,1459,134,1648,13,2071,1323,1427,1487,1065,641,395,100,270,2321,42,91,1991,13,2836,2855,475,1749,1626,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14731,297,1378,753,403,979,1003,159,325,507,1062,1819,224,857,1635,1266,1596,1012,4,97,760,323,1094,1258,1038,100,233,168,194,1289,455,1078,23,25,23,283,42,754,1766,1371,1371,1766,754,1094,4,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14737,208,377,2215,65,129,16,68,989,1632,1753,208,264,389,16,183,987,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14738,262,360,1321,1189,506,1257,58,77,882,1872,1145,2111,377,838,264,1529,71,115,54,108,437,2111,76,106,58,83,288,229,362,115,54,404,174,54,827,76,58,217,362,350,1,215,58,166,76,83,1034,794,76,106,166,288,229,1208,239,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14739,377,16,65,2215,379,626,703,1445,443,1954,2603,31,347,1466,2552,45,130,28,28,35,170,31,542,581,449,702,2275,2260,16,65,422,45,130,818,838,377,231,124,92,124,65,16,2515,312,92,1681,170,126,830,1466,1877,379,1487,1112,1465,1514,1113,897,1059,339,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14740,1903,1407,1189,889,1421,14,471,211,228,504,1029,1134,1875,2010,411,572,874,290,1769,852,117,827,2552,1179,1449,20,380,456,27,740,171,125,314,27,146,59,147,127,373,2366,1991,1901,2063,2074,1840,1985,1786,1804,2032,620,752,579,1031,1354,932,1978,211,394,228,276,1181,263,2032,571,73,46,2,152,267,66,24,29,418,468,243,338,423,13,1,2485,1145,1527,1905,1227,1714,1692,1762,1987,1267,418,267,66,24,,,,,,,
0,14741,1784,2352,10,810,20,255,564,132,1173,1076,564,1076,172,10,1440,810,132,489,20,310,417,810,92,564,10,22,730,662,297,221,13,1009,297,22,810,564,10,92,1482,1647,1964,107,1492,22,1167,1342,13,184,564,417,22,10,550,183,310,1342,1167,1424,1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14744,395,25,5,1171,25,2635,845,982,72,1584,1013,5,25,238,630,104,1167,882,72,1811,8,322,395,1550,520,96,1550,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14745,1872,25,466,955,1158,1409,1754,1872,18,178,173,19,99,127,610,85,25,388,455,1441,528,326,132,191,392,123,1145,958,466,75,32,12,112,1459,618,368,605,123,18,19,73,246,99,518,483,958,170,97,466,120,762,498,73,614,528,170,326,12,112,75,85,32,5,19,18,25,618,605,31,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14747,1564,296,249,135,557,688,402,453,1009,232,7,1487,1621,596,77,1,260,2016,1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14748,1544,364,270,206,582,810,544,151,385,315,576,826,202,1,489,2009,140,678,292,43,1383,2066,1458,2060,3304,263,150,255,71,13,187,3923,11,1902,412,89,738,535,263,53,12,188,428,879,136,144,37,587,158,1251,1253,499,8,3826,1842,1877,1234,955,2088,2213,1417,1900,1812,148,147,91,15,178,911,540,618,319,158,335,113,1016,2347,2028,112,57,1958,314,211,682,122,173,1316,60,120,4,3,62,,,,,,,,
0,14752,911,257,836,45,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14753,200,108,54,71,115,328,1086,2303,1080,1092,10,171,125,211,276,228,425,194,48,15,3,64,18,5,23,378,530,297,16,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14754,542,264,881,353,409,1332,1309,658,465,2303,172,251,279,470,970,933,1592,2289,1651,1904,1516,1107,13,1175,124,6,130,788,45,160,465,172,1189,2118,496,6,1522,677,549,266,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14756,88,717,616,437,1106,857,944,1363,161,59,34,80,567,658,359,825,1067,53,14,1497,866,2275,1776,1463,2624,2970,363,1664,1802,1904,1516,87,383,264,637,65,1175,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14757,538,1098,2296,1165,621,1486,1748,578,6,345,139,26,38,886,1101,128,5,72,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14758,1009,177,1387,1564,509,138,4,1590,1247,263,290,152,96,2173,2048,576,826,565,764,183,163,612,431,329,1627,529,690,3610,2505,1867,190,1387,163,285,152,565,1009,311,329,176,529,2635,1361,4,1165,320,538,1098,603,559,772,987,3691,2048,2173,260,625,1172,183,152,2,1960,934,565,2048,2173,764,1460,1639,1009,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14760,134,13,1683,906,220,906,1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14761,596,543,1324,1407,1138,2086,1903,1000,16,425,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14762,137,253,327,203,245,9,1023,1422,676,299,23,523,1264,180,364,298,330,696,1864,376,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14764,1119,151,1143,1233,1667,277,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14765,1175,1121,381,199,61,895,527,208,685,627,264,514,967,626,2548,2253,2514,1001,7,528,588,1224,571,154,159,272,759,42,720,422,708,42,1401,1172,26,3152,190,277,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14768,41,854,41,245,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14770,727,14,61,2,363,1,723,554,1422,580,523,1303,462,599,40,228,2204,1173,876,70,6,438,602,296,249,1,123,398,215,321,550,1288,899,879,52,109,188,1535,29,24,1050,393,523,376,146,148,4,1278,253,2161,2,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14772,541,431,123,92,606,2,117,78,2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14775,1685,1265,330,171,125,370,359,257,739,254,184,1730,982,679,72,2615,1758,1911,217,106,722,839,1894,2549,2092,1663,1744,1856,975,1231,763,837,515,248,1809,1475,1668,1870,522,184,40,161,289,131,110,327,713,353,522,78,653,757,364,676,1088,89,146,528,370,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14777,852,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14778,14,20,104,668,547,7,117,97,21,28,35,69,1,871,1285,1902,1026,257,406,430,467,1272,3446,625,1474,3259,607,408,7,529,690,773,616,1086,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14779,2186,2527,1587,1898,772,2115,417,3185,988,310,3284,3390,496,139,1373,2895,2033,1987,1994,1576,183,2852,277,1641,1412,2585,2203,2301,1478,1840,585,3241,3083,263,1840,2122,2002,347,347,2838,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14780,577,3,36,55,75,51,1283,625,87,178,173,102,113,668,380,358,307,996,625,119,65,124,429,122,929,615,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14782,489,151,10,2185,1799,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14784,6,3533,3307,345,1048,2626,1496,221,697,556,162,174,1248,1393,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14785,963,1494,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14788,147,738,45,1966,661,567,228,359,1520,2255,224,467,1175,753,297,68,245,213,393,1059,883,467,1175,753,297,59,1657,836,170,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14789,577,155,201,171,385,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14790,1710,1644,1072,184,5,33,9,23,1915,138,63,51,146,437,107,184,8,109,2030,608,1939,1145,9,23,588,614,528,63,1710,1644,2254,1145,23,51,9,614,63,33,5,528,59,2113,1563,1922,905,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14792,2132,298,2132,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14793,1657,1448,186,189,1669,108,67,192,7,50,799,383,1524,1301,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14794,35,28,247,2805,501,307,1226,517,995,3490,360,2269,1671,129,373,787,826,576,1240,1167,457,1338,1256,1462,2643,107,1180,259,1050,53,87,3154,440,2114,2036,3675,3490,107,2164,580,50,2486,3006,2460,2254,1180,53,87,440,247,2810,1882,464,1346,141,550,824,1226,373,44,18,25,610,2883,561,1209,1226,1226,2358,243,338,468,267,53,1094,1560,333,28,223,3215,2829,580,,,,,,,,,,,,,,,,,,
0,14795,84,807,126,520,678,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
